date,event,fighter,elo
2016-01-30,UFC on FOX 18: Johnson vs. Bader,Dustin Ortiz,989.1507935430061
2016-01-30,UFC on FOX 18: Johnson vs. Bader,Alexander Yakovlev,1023.0283173830779
2016-01-30,UFC on FOX 18: Johnson vs. Bader,George Sullivan,1014.716193747467
2016-01-30,UFC on FOX 18: Johnson vs. Bader,Alex Caceres,1017.2398310347909
2016-01-30,UFC on FOX 18: Johnson vs. Bader,Masio Fullen,999.2879485593648
2016-01-30,UFC on FOX 18: Johnson vs. Bader,Randy Brown,1015.3004187406981
2016-01-30,UFC on FOX 18: Johnson vs. Bader,Matt Dwyer,969.4986753932236
2016-01-30,UFC on FOX 18: Johnson vs. Bader,Damon Jackson,982.7980119867875
2016-01-30,UFC on FOX 18: Johnson vs. Bader,Levan Makashvili,984.4188724518384
2016-01-30,UFC on FOX 18: Johnson vs. Bader,Anthony Rocco Martin,988.5364483410985
2016-01-30,UFC on FOX 18: Johnson vs. Bader,Felipe Olivieri,982.6773725430454
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Stephen Thompson,1083.1353934407343
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Johny Hendricks,1124.4407892252161
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Roy Nelson,1005.0824724710741
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Jared Rosholt,1043.1539030888973
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Ovince St. Preux,1068.6558322874896
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Rafael Cavalcante,946.9782786862363
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Joseph Benavidez,1111.1544352382416
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Zach Makovsky,1000.8581012029581
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Misha Cirkunov,1031.263693206478
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Alex Nicholson,984.736306793522
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Mike Pyle,1029.58482452542
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Sean Spencer,973.1572674692516
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Josh Burkman,988.9209651941674
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,KJ Noons,982.8379143333408
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Derrick Lewis,1032.342907154234
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Damian Grabowski,984.7882816719673
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Justin Scoggins,1043.4927734913083
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Ray Borg,1015.8416588244626
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Diego Rivas,1031.2980823049095
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Noad Lahat,985.4501792652426
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Mickey Gall,1016.0
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Mike Jackson,984.0
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Alex White,999.5621077256984
2016-02-06,UFC Fight Night 82: Hendricks vs. Thompson,Artem Lobov,983.2071446703732
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Donald Cerrone,1144.1520797199325
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Alex Oliveira,1022.6263828735096
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Derek Brunson,1076.0010153121545
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Roan Carneiro,991.060183618969
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Cody Garbrandt,1047.168974837721
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Augusto Mendes,985.5000457380133
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Dennis Bermudez,1057.013491782885
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Tatsuya Kawajiri,987.206509913692
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Chris Camozzi,1000.8437879415468
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Joe Riggs,976.4277540422867
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,James Krause,1018.4790877530303
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Shane Campbell,986.5550115396076
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Sean Strickland,1047.4492703743076
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Alex Garcia,1016.8495745274544
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Oluwale Bamgbose,1001.6126353042912
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Daniel Sarafian,986.6955779373104
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Anthony Smith,1000.736306793522
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Leonardo Guimarães,983.263693206478
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Nathan Coy,1000.0308636823305
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Jonavin Webb,968.6393334952975
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Ashlee Evans-Smith,1000.7638633905057
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Marion Reneau,998.4352698739086
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Lauren Murphy,985.437141740087
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Kelly Faszholz,982.5289501297439
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Shamil Abdurakhimov,1000.8051806105955
2016-02-21,UFC Fight Night 83: Cowboy vs. Cowboy,Anthony Hamilton,984.6938762096156
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Michael Bisping,1129.936381064749
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Anderson Silva,1151.9755959277952
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Gegard Mousasi,1029.6683755754464
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Thales Leites,1068.1009938918583
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Tom Breese,1029.2680707625477
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Keita Nakamura,957.6980907982665
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Brad Pickett,977.2044795515243
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Francisco Rivera Jr.,972.5722762826148
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Makwan Amirkhani,1030.5112941980926
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Mike Wilkinson,1001.2667283319412
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Davey Grant,1016.0015585198446
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Marlon Vera,984.0322843086838
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Scott Askham,1000.7426287970547
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Chris Dempsey,968.0850503295969
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Arnold Allen,1015.3252295241828
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Yaotzin Meza,970.0136196542
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Krzysztof Jotko,1029.898239453242
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Brad Scott,984.5668251668515
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Rustam Khabilov,1020.0139901619386
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Norman Parke,1012.1557772723913
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Daniel Omielańczuk,1015.4278753232051
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Jarjis Danho,983.9723808012857
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Teemu Packalén,1000.0675331793141
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Thibault Gouti,983.2314831126937
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,David Teymur,1016.0
2016-02-27,UFC Fight Night 84: Silva vs. Bisping,Martin Svensson,984.0
2016-03-05,UFC 196: McGregor vs. Diaz,Nate Diaz,1074.6573831314936
2016-03-05,UFC 196: McGregor vs. Diaz,Conor McGregor,1095.6748189344742
2016-03-05,UFC 196: McGregor vs. Diaz,Miesha Tate,1049.6006563159606
2016-03-05,UFC 196: McGregor vs. Diaz,Holly Holm,1034.0551956895476
2016-03-05,UFC 196: McGregor vs. Diaz,Ilir Latifi,1047.7943169164857
2016-03-05,UFC 196: McGregor vs. Diaz,Gian Villante,1002.6743320833925
2016-03-05,UFC 196: McGregor vs. Diaz,Corey Anderson,1048.0620437692553
2016-03-05,UFC 196: McGregor vs. Diaz,Tom Lawlor,1004.2763242976505
2016-03-05,UFC 196: McGregor vs. Diaz,Amanda Nunes,1057.9273080905587
2016-03-05,UFC 196: McGregor vs. Diaz,Valentina Shevchenko,1000.6080005491068
2016-03-05,UFC 196: McGregor vs. Diaz,Siyar Bahadurzada,1004.1090282040839
2016-03-05,UFC 196: McGregor vs. Diaz,Brandon Thatch,973.2467923891002
2016-03-05,UFC 196: McGregor vs. Diaz,Nordine Taleb,1032.4245622401656
2016-03-05,UFC 196: McGregor vs. Diaz,Erick Silva,1010.5523633689917
2016-03-05,UFC 196: McGregor vs. Diaz,Vitor Miranda,1047.741358783578
2016-03-05,UFC 196: McGregor vs. Diaz,Marcelo Guimarães,998.7855499036986
2016-03-05,UFC 196: McGregor vs. Diaz,Darren Elkins,1062.8102057879692
2016-03-05,UFC 196: McGregor vs. Diaz,Chas Skelly,1031.3034638679505
2016-03-05,UFC 196: McGregor vs. Diaz,Diego Sanchez,1047.0945138532518
2016-03-05,UFC 196: McGregor vs. Diaz,Jim Miller,1064.6721933059418
2016-03-05,UFC 196: McGregor vs. Diaz,Jason Saggo,1015.8590866204297
2016-03-05,UFC 196: McGregor vs. Diaz,Justin Salas,995.6030761428308
2016-03-05,UFC 196: McGregor vs. Diaz,Teruto Ishihara,1046.5304984710244
2016-03-05,UFC 196: McGregor vs. Diaz,Julian Erosa,985.4695015289755
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Mark Hunt,1054.780348389256
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Frank Mir,1038.3243424573584
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Neil Magny,1094.8147680433558
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Hector Lombard,1017.5121453111118
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Jake Matthews,1046.8163611724838
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Johnny Case,1030.3098954654713
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Daniel Kelly,1043.9410190774458
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Antônio Carlos Jr.,985.4585266823223
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Steve Bossé,1002.0091795402641
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,James Te Huna,1007.9905436282867
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Bec Rawlings,1031.9645338089533
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Seo Hee Ham,999.265326376404
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Alan Jouban,1030.6287871024665
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Brendan O'Reilly,985.3700065713498
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Dan Hooker,1029.410173485552
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Mark Eddiva,984.6470039344106
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Leslie Smith,1014.0213019959772
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Rin Nakai,983.9044798592396
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Viscardi Andrade,1029.8702298254616
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Richard Walsh,985.367378860539
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Ross Pearson,1047.4989164141243
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Chad Laprise,1001.9390816676196
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Alan Patrick,1047.7716402583512
2016-03-19,UFC Fight Night 85: Hunt vs. Mir,Damien Brown,985.5288661837683
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Junior dos Santos,1111.885854390899
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Ben Rothwell,1045.8146023605295
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Derrick Lewis,1048.0626677549203
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Gabriel Gonzaga,1010.5372029296996
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Francis Ngannou,1031.263693206478
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Curtis Blaydes,984.736306793522
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Tim Johnson,1016.6648767973959
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Marcin Tybura,984.0320967761585
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Jan Błachowicz,1000.2191371187122
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Igor Pokrajac,955.7807770968234
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Maryna Moroz,1016.6701174078104
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Cristina Stanciu,984.0323497647142
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Zak Cummings,1046.3782559336964
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Nicolas Dalby,1000.6936519434254
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Alejandro Perez,1027.9888924102713
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Ian Entwistle,985.2793048884338
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Mairbek Taisumov,1045.2085385132157
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Damir Hadžović,985.4062242704557
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Damian Stasiak,1000.0560981881716
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Filip Pejić,983.2309324261828
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Lucas Martins,1020.2765806517265
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Robert Whiteford,999.1834012613941
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Jared Cannonier,1002.2359740962693
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Cyril Asker,983.3359439540666
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Bojan Veličković,1016.0
2016-04-10,UFC Fight Night 86: Rothwell vs. Dos Santos,Alessio Di Chirico,984.0
2016-04-16,UFC on FOX 19: Teixeira vs. Evans,Glover Teixeira,1093.0844031434442
2016-04-16,UFC on FOX 19: Teixeira vs. Evans,Rashad Evans,1121.0352823953174
2016-04-16,UFC on FOX 19: Teixeira vs. Evans,Rose Namajunas,1048.6334420715168
2016-04-16,UFC on FOX 19: Teixeira vs. Evans,Tecia Pennington,1015.3298172197152
2016-04-16,UFC on FOX 19: Teixeira vs. Evans,Khabib Nurmagomedov,1093.1171843903892
2016-04-16,UFC on FOX 19: Teixeira vs. Evans,Darrell Horcher,987.6540599169591
2016-04-16,UFC on FOX 19: Teixeira vs. Evans,Cub Swanson,1065.1582668872193
2016-04-16,UFC on FOX 19: Teixeira vs. Evans,Hacran Dias,1009.8583962601632
2016-04-16,UFC on FOX 19: Teixeira vs. Evans,Michael Chiesa,1057.639458793531
2016-04-16,UFC on FOX 19: Teixeira vs. Evans,Beneil Dariush,1066.3620326132539
2016-04-16,UFC on FOX 19: Teixeira vs. Evans,Raquel Pennington,1020.0226078025556
2016-04-16,UFC on FOX 19: Teixeira vs. Evans,Bethe Correia,1012.7383203125205
2016-04-16,UFC on FOX 19: Teixeira vs. Evans,Santiago Ponzinibbio,1044.2205211288863
2016-04-16,UFC on FOX 19: Teixeira vs. Evans,Court McGee,998.6646287207144
2016-04-16,UFC on FOX 19: Teixeira vs. Evans,Mike Graves,1031.96778313596
2016-04-16,UFC on FOX 19: Teixeira vs. Evans,Randy Brown,999.3326356047381
2016-04-16,UFC on FOX 19: Teixeira vs. Evans,John Dodson,1064.1918984037486
2016-04-16,UFC on FOX 19: Teixeira vs. Evans,Manny Gamburyan,1002.7945990749085
2016-04-16,UFC on FOX 19: Teixeira vs. Evans,Cezar Ferreira,1015.4769984601891
2016-04-16,UFC on FOX 19: Teixeira vs. Evans,Oluwale Bamgbose,985.5095392721721
2016-04-16,UFC on FOX 19: Teixeira vs. Evans,E. Zaleski dos Santos,1000.8892493192901
2016-04-16,UFC on FOX 19: Teixeira vs. Evans,Omari Akhmedov,986.4404733982115
2016-04-23,UFC 197: Jones vs. Saint Preux,Jon Jones,1221.054923739714
2016-04-23,UFC 197: Jones vs. Saint Preux,Ovince St. Preux,1058.8781514944335
2016-04-23,UFC 197: Jones vs. Saint Preux,Demetrious Johnson,1157.6878070648054
2016-04-23,UFC 197: Jones vs. Saint Preux,Henry Cejudo,1052.1388236092657
2016-04-23,UFC 197: Jones vs. Saint Preux,Edson Barboza,1106.8782292399742
2016-04-23,UFC 197: Jones vs. Saint Preux,Anthony Pettis,1037.2544896808438
2016-04-23,UFC 197: Jones vs. Saint Preux,Robert Whittaker,1068.3534884404164
2016-04-23,UFC 197: Jones vs. Saint Preux,Rafael Natal,1056.1225624657925
2016-04-23,UFC 197: Jones vs. Saint Preux,Yair Rodriguez,1061.9017596907559
2016-04-23,UFC 197: Jones vs. Saint Preux,Andre Fili,1002.8176716827786
2016-04-23,UFC 197: Jones vs. Saint Preux,Sergio Pettis,1045.8668658100528
2016-04-23,UFC 197: Jones vs. Saint Preux,Chris Kelades,1001.2181832757635
2016-04-23,UFC 197: Jones vs. Saint Preux,Danny Roberts,1031.3294179376126
2016-04-23,UFC 197: Jones vs. Saint Preux,Dominique Steele,986.1005425272763
2016-04-23,UFC 197: Jones vs. Saint Preux,Carla Esparza,1002.9039676062941
2016-04-23,UFC 197: Jones vs. Saint Preux,Juliana Lima,999.2679325860341
2016-04-23,UFC 197: Jones vs. Saint Preux,James Vick,1076.8135165303795
2016-04-23,UFC 197: Jones vs. Saint Preux,Glaico França,1002.1496577687575
2016-04-23,UFC 197: Jones vs. Saint Preux,Walt Harris,986.1141505594004
2016-04-23,UFC 197: Jones vs. Saint Preux,Cody East,982.5613494622896
2016-04-23,UFC 197: Jones vs. Saint Preux,Marcos Rogério de Lima,1016.067128243904
2016-04-23,UFC 197: Jones vs. Saint Preux,Clint Hester,995.8481706935573
2016-04-23,UFC 197: Jones vs. Saint Preux,Kevin Lee,1033.0464241450065
2016-04-23,UFC 197: Jones vs. Saint Preux,Efrain Escudero,960.9529686794115
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Alistair Overeem,1077.0421433429376
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Andrei Arlovski,1104.208479217374
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Stefan Struve,1048.2620721659637
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Antônio Silva,970.7813736899924
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Gunnar Nelson,1048.5838942072294
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Albert Tumenov,1045.2959951814992
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Germaine de Randamie,1030.5626475631586
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Anna Elmose,984.7025356579555
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Nikita Krylov,1049.066861042727
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Francimar Barroso,1013.6272866321518
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Karolina Kowalkiewicz,1031.9661669788793
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Heather Clark,984.7701398146427
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Rustam Khabilov,1037.8669132692369
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Chris Wade,1042.5781152343304
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Magnus Cedenblad,1045.8870342504713
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Garreth McLellan,970.2004785636975
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Josh Emmett,1015.9355225083774
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Jon Tuck,982.6643589715183
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Reza Madadi,1031.7752664394814
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Yan Cabral,982.6613263428183
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Kyoji Horiguchi,1060.3194641413788
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Neil Seery,987.1149666584703
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Leon Edwards,1015.918816095554
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Dominic Waters,958.7101908689342
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Yuta Sasaki,1013.8116481793232
2016-05-08,UFC Fight Night 87: Overeem vs. Arlovski,Willie Gates,968.9280817493247
2016-05-14,UFC 198: Werdum vs. Miocic,Stipe Miocic,1114.0922604447396
2016-05-14,UFC 198: Werdum vs. Miocic,Fabrício Werdum,1090.2258642219383
2016-05-14,UFC 198: Werdum vs. Miocic,Ronaldo Souza,1085.3888519764782
2016-05-14,UFC 198: Werdum vs. Miocic,Vitor Belfort,1080.8101767514074
2016-05-14,UFC 198: Werdum vs. Miocic,Cris Cyborg,1016.6453545047722
2016-05-14,UFC 198: Werdum vs. Miocic,Leslie Smith,997.375947491205
2016-05-14,UFC 198: Werdum vs. Miocic,Maurício Rua,1043.7569739590913
2016-05-14,UFC 198: Werdum vs. Miocic,Corey Anderson,1031.0831031583352
2016-05-14,UFC 198: Werdum vs. Miocic,Bryan Barberena,1035.5758053522488
2016-05-14,UFC 198: Werdum vs. Miocic,Warlley Alves,1032.6610563209745
2016-05-14,UFC 198: Werdum vs. Miocic,Demian Maia,1112.2451363876394
2016-05-14,UFC 198: Werdum vs. Miocic,Matt Brown,1070.7574485125976
2016-05-14,UFC 198: Werdum vs. Miocic,Thiago Santos,1051.147984007701
2016-05-14,UFC 198: Werdum vs. Miocic,Nate Marquardt,1031.1202059459947
2016-05-14,UFC 198: Werdum vs. Miocic,Francisco Trinaldo,1099.4141379959647
2016-05-14,UFC 198: Werdum vs. Miocic,Yancy Medeiros,985.0478729475343
2016-05-14,UFC 198: Werdum vs. Miocic,John Lineker,1085.6943322429304
2016-05-14,UFC 198: Werdum vs. Miocic,Rob Font,1015.3408539308914
2016-05-14,UFC 198: Werdum vs. Miocic,A. Nogueira,998.495184812117
2016-05-14,UFC 198: Werdum vs. Miocic,Patrick Cummins,1001.0096067002169
2016-05-14,UFC 198: Werdum vs. Miocic,Sérgio Moraes,1047.3256634134405
2016-05-14,UFC 198: Werdum vs. Miocic,Luan Chagas,1000.0
2016-05-14,UFC 198: Werdum vs. Miocic,Renato Moicano,1031.9323474011685
2016-05-14,UFC 198: Werdum vs. Miocic,Zubaira Tukhugov,1027.6476657229887
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Cody Garbrandt,1063.7477972648246
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Thomas Almeida,1043.1646091624816
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Jeremy Stephens,1031.6200088635949
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Renan Barão,1061.5637156151852
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Rick Story,1098.3378422486448
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Tarec Saffiedine,1010.067568263252
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Chris Camozzi,1018.9904790187
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Vitor Miranda,1029.594667706425
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Lorenz Larkin,1002.9189135422595
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Jorge Masvidal,1027.1249436720211
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Paul Felder,1034.877670940942
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Josh Burkman,974.3630072619216
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Sara McMann,1000.0989164131696
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Jessica Eye,957.3954369758028
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Abel Trujillo,1076.218995613562
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Jordan Rinaldi,986.874017505568
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Jake Collier,1000.7332508908734
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Alberto Uda,983.2635460107987
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Erik Koch,1015.6661082658792
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Shane Campbell,971.1876017907916
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Bryan Caraway,1050.9009618564414
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Aljamain Sterling,1045.601752494916
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Adam Milstead,1015.2269040370453
2016-05-29,UFC Fight Night 88: Almeida vs. Garbrandt,Chris De La Rocha,967.972447581275
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Michael Bisping,1143.7777054481587
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Luke Rockhold,1068.9324471979844
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Dominick Cruz,1085.2144853930733
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Urijah Faber,1041.4398429978855
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Max Holloway,1130.665956550777
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Ricardo Lamas,1061.6639550633195
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Dan Henderson,1044.1816189766073
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Hector Lombard,1002.0270260248218
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Dustin Poirier,1108.9829314818198
2016-06-04,UFC 199: Rockhold vs. Bisping 2,King Green,1018.8666153186444
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Brian Ortega,1050.9172597297813
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Clay Guida,1023.4318367736103
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Beneil Dariush,1082.843196106157
2016-06-04,UFC 199: Rockhold vs. Bisping 2,James Vick,1060.3323530374764
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Jéssica Andrade,1027.2774915278965
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Jessica Penne,984.544198969039
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Alex Caceres,1032.7525019019604
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Cole Miller,991.1416683284692
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Sean Strickland,1062.6127586181767
2016-06-04,UFC 199: Rockhold vs. Bisping 2,Tom Breese,1014.1045825186785
