event,date,weight_class_lbs,method,round,time,fighter_1,fighter_1_age,fighter_1_height_in,fighter_1_reach_in,fighter_2,fighter_2_age,fighter_2_height_in,fighter_2_reach_in,winner
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,145.0,KO/TKO,2.0,2:00,Julio Arce,34.0,67.0,70.0,Herbert Burns,36.0,69.0,73.5,fighter_1
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,145.0,KO/TKO,3.0,0:22,Dennis Buzukja,26.0,69.0,70.5,Connor Matthews,31.0,68.0,71.0,fighter_1
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,205.0,KO/TKO,3.0,1:32,Ibo Aslan,27.0,75.0,77.5,Anton Turkalj,27.0,76.0,78.0,fighter_1
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,185.0,KO/TKO,2.0,0:39,Jacob Malkoun,28.0,69.0,73.0,Andre Petroski,32.0,72.0,73.0,fighter_1
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,135.0,Decision,,15:00,Caolán Loughran,27.0,66.0,68.0,Angel Pacheco,32.0,68.0,70.0,fighter_1
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,185.0,Decision,,25:00,Brendan Allen,28.0,74.0,75.0,Chris Curtis,36.0,70.0,75.5,fighter_1
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,145.0,Decision,,15:00,Damon Jackson,35.0,71.0,71.0,Alexander Hernandez,31.0,69.0,72.0,fighter_1
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,145.0,Decision,,15:00,Chepe Mariscal,31.0,67.0,69.0,Morgan Charrière,28.0,68.0,69.0,fighter_1
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,155.0,KO/TKO,1.0,3:34,Ignacio Bahamondes,26.0,75.0,75.5,Christos Giagos,34.0,70.0,71.5,fighter_1
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,155.0,Decision,,15:00,Charlie Campbell,28.0,72.0,72.5,Trevor Peek,29.0,69.0,70.0,fighter_1
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,170.0,Decision,,15:00,Alex Morono,33.0,71.0,72.0,Court McGee,39.0,71.0,75.5,fighter_1
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,265.0,Decision,,15:00,Łukasz Brzeski,31.0,76.0,78.3,Valter Walker,26.0,78.0,78.5,fighter_1
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,135.0,Decision,,15:00,Norma Dumont,33.0,67.0,67.0,Germaine de Randamie,39.0,69.0,72.5,fighter_1
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,135.0,Decision,,15:00,Victor Hugo,31.0,67.0,71.0,Pedro Falcão,31.0,66.0,66.0,fighter_1
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,135.0,Submission,2.0,4:59,Jean Matsumoto,24.0,66.0,68.5,Dan Argueta,30.0,67.0,70.0,fighter_1
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,185.0,KO/TKO,2.0,2:13,César Almeida,36.0,73.0,74.0,Dylan Budka,24.0,72.0,75.0,fighter_1
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,135.0,KO/TKO,2.0,3:06,Nora Cornolle,34.0,67.0,67.0,Melissa Mullins,32.0,67.0,68.0,fighter_1
UFC 300: Pereira vs. Hill,2024-04-13,205.0,KO/TKO,1.0,3:14,Alex Pereira,36.0,76.0,79.0,Jamahal Hill,32.0,76.0,79.0,fighter_1
UFC 300: Pereira vs. Hill,2024-04-13,115.0,Decision,,25:00,Weili Zhang,34.0,64.0,63.0,Xiaonan Yan,34.0,65.0,63.0,fighter_1
UFC 300: Pereira vs. Hill,2024-04-13,155.0,KO/TKO,5.0,4:59,Max Holloway,32.0,71.0,69.0,Justin Gaethje,35.0,71.0,70.0,fighter_1
UFC 300: Pereira vs. Hill,2024-04-13,155.0,Decision,,15:00,Arman Tsarukyan,27.0,67.0,72.5,Charles Oliveira,34.0,70.0,74.0,fighter_1
UFC 300: Pereira vs. Hill,2024-04-13,185.0,Submission,2.0,3:38,Bo Nickal,28.0,73.0,76.0,Cody Brundage,29.0,72.0,72.0,fighter_1
UFC 300: Pereira vs. Hill,2024-04-13,205.0,KO/TKO,2.0,3:17,Jiří Procházka,31.0,75.0,80.0,Aleksandar Rakić,32.0,76.0,78.0,fighter_1
UFC 300: Pereira vs. Hill,2024-04-13,145.0,Decision,,15:00,Aljamain Sterling,34.0,67.0,71.0,Calvin Kattar,36.0,71.0,72.0,fighter_1
UFC 300: Pereira vs. Hill,2024-04-13,135.0,Submission,2.0,1:47,Kayla Harrison,33.0,68.0,66.0,Holly Holm,42.0,68.0,69.0,fighter_1
UFC 300: Pereira vs. Hill,2024-04-13,145.0,KO/TKO,1.0,1:29,Diego Lopes,29.0,71.0,72.5,Sodiq Yusuff,30.0,69.0,71.0,fighter_1
UFC 300: Pereira vs. Hill,2024-04-13,155.0,KO/TKO,2.0,4:11,Renato Moicano,34.0,71.0,72.0,Jalin Turner,28.0,75.0,75.5,fighter_1
UFC 300: Pereira vs. Hill,2024-04-13,115.0,Decision,,15:00,Jéssica Andrade,32.0,61.0,62.0,Marina Rodriguez,36.0,66.0,65.0,fighter_1
UFC 300: Pereira vs. Hill,2024-04-13,155.0,Decision,,15:00,King Green,37.0,70.0,71.0,Jim Miller,40.0,68.0,71.0,fighter_1
UFC 300: Pereira vs. Hill,2024-04-13,135.0,Submission,2.0,4:02,Deiveson Figueiredo,36.0,65.0,68.0,Cody Garbrandt,32.0,68.0,65.5,fighter_1
UFC Fight Night: Nicolau vs. Perez,2024-04-27,125.0,KO/TKO,2.0,2:16,Alex Perez,32.0,66.0,65.5,Matheus Nicolau,31.0,66.0,66.0,fighter_1
UFC Fight Night: Nicolau vs. Perez,2024-04-27,205.0,KO/TKO,2.0,3:16,Bogdan Guskov,31.0,75.0,76.0,Ryan Spann,32.0,77.0,79.0,fighter_1
UFC Fight Night: Nicolau vs. Perez,2024-04-27,125.0,Decision,,15:00,Karine Silva,30.0,65.0,67.0,Ariane Lipski,30.0,66.0,67.0,fighter_1
UFC Fight Night: Nicolau vs. Perez,2024-04-27,265.0,KO/TKO,2.0,2:12,Jhonata Diniz,32.0,76.0,79.5,Austen Lane,36.0,78.0,80.0,fighter_1
UFC Fight Night: Nicolau vs. Perez,2024-04-27,145.0,Decision,,15:00,David Onama,29.0,71.0,74.0,Jonathan Pearce,31.0,72.0,71.0,fighter_1
UFC Fight Night: Nicolau vs. Perez,2024-04-27,170.0,KO/TKO,1.0,2:09,Uros Medic,31.0,73.0,71.0,Tim Means,40.0,74.0,75.0,fighter_1
UFC Fight Night: Nicolau vs. Perez,2024-04-27,135.0,KO/TKO,3.0,2:36,Victor Henry,36.0,67.0,68.0,Rani Yahya,39.0,66.0,67.0,fighter_1
UFC Fight Night: Nicolau vs. Perez,2024-04-27,155.0,Decision,,15:00,Austin Hubbard,32.0,70.0,71.0,Michal Figlak,27.0,70.0,70.0,fighter_1
UFC Fight Night: Nicolau vs. Perez,2024-04-27,265.0,Decision,,15:00,Don'Tale Mayes,32.0,78.0,81.0,Caio Machado,29.0,76.0,78.0,fighter_1
UFC Fight Night: Nicolau vs. Perez,2024-04-27,115.0,Decision,,15:00,Ketlen Souza,28.0,63.0,63.0,Marnic Mann,31.0,60.0,64.0,fighter_1
UFC Fight Night: Nicolau vs. Perez,2024-04-27,155.0,Submission,1.0,4:33,Chris Padilla,28.0,69.0,74.0,James Llontop,24.0,72.0,73.0,fighter_1
UFC Fight Night: Nicolau vs. Perez,2024-04-27,125.0,Submission,3.0,1:29,Ivana Petrović,29.0,68.0,70.9,Na Liang,27.0,65.0,67.3,fighter_1
UFC Fight Night: Nicolau vs. Perez,2024-04-27,155.0,Decision,,15:00,Maheshate,24.0,72.0,71.5,Gabriel Benítez,35.0,68.0,71.0,fighter_1
UFC 301: Pantoja vs. Erceg,2024-05-04,125.0,Decision,,25:00,Alexandre Pantoja,34.0,65.0,68.0,Steve Erceg,28.0,68.0,68.5,fighter_1
UFC 301: Pantoja vs. Erceg,2024-05-04,135.0,Decision,,15:00,José Aldo,37.0,67.0,70.0,Jonathan Martinez,30.0,68.0,69.5,fighter_1
UFC 301: Pantoja vs. Erceg,2024-05-04,205.0,Submission,1.0,2:00,Anthony Smith,35.0,76.0,76.0,Vitor Petrino,26.0,74.0,77.5,fighter_1
UFC 301: Pantoja vs. Erceg,2024-05-04,185.0,Submission,1.0,0:54,Michel Pereira,30.0,73.0,73.0,Ihor Potieria,27.0,75.0,75.0,fighter_1
UFC 301: Pantoja vs. Erceg,2024-05-04,185.0,KO/TKO,2.0,2:10,Caio Borralho,31.0,73.0,75.0,Paul Craig,36.0,75.0,76.0,fighter_1
UFC 301: Pantoja vs. Erceg,2024-05-04,145.0,KO/TKO,2.0,3:35,Joanderson Brito,29.0,68.0,72.0,Jack Shore,29.0,68.0,71.0,fighter_1
UFC 301: Pantoja vs. Erceg,2024-05-04,115.0,Decision,,15:00,Iasmin Lucindo,22.0,63.0,66.0,Karolina Kowalkiewicz,38.0,63.0,64.0,fighter_1
UFC 301: Pantoja vs. Erceg,2024-05-04,155.0,Decision,,15:00,Myktybek Orolbai,26.0,70.0,74.0,Elves Brener,26.0,70.0,72.0,fighter_1
UFC 301: Pantoja vs. Erceg,2024-05-04,155.0,Decision,,15:00,Drakkar Klose,36.0,69.0,70.0,Joaquim Silva,35.0,68.0,69.0,fighter_1
UFC 301: Pantoja vs. Erceg,2024-05-04,155.0,KO/TKO,1.0,4:42,Mauricio Ruffy,27.0,71.0,75.0,Jamie Mullarkey,29.0,72.0,74.0,fighter_1
UFC 301: Pantoja vs. Erceg,2024-05-04,125.0,Decision,,15:00,Dione Barbosa,31.0,66.0,66.5,Ernesta Kareckaite,25.0,69.0,71.0,fighter_1
UFC 301: Pantoja vs. Erceg,2024-05-04,155.0,Decision,,15:00,Ismael Bonfim,28.0,68.0,71.5,Vinc Pichel,41.0,70.0,72.0,fighter_1
UFC 301: Pantoja vs. Erceg,2024-05-04,125.0,KO/TKO,2.0,1:35,Alessandro Costa,28.0,64.0,67.0,Kevin Borjas,26.0,65.0,68.0,fighter_1
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,265.0,KO/TKO,3.0,0:49,Derrick Lewis,39.0,75.0,79.0,Rodrigo Nascimento,31.0,74.0,80.0,fighter_1
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,170.0,Decision,,15:00,Joaquin Buckley,30.0,70.0,76.0,Nursulton Ruziboev,30.0,77.0,76.0,fighter_1
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,205.0,KO/TKO,1.0,0:12,Carlos Ulberg,33.0,76.0,77.0,Alonzo Menifield,36.0,72.0,76.0,fighter_1
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,155.0,KO/TKO,3.0,4:51,Diego Ferreira,39.0,69.0,74.0,Mateusz Rębecki,31.0,67.0,66.0,fighter_1
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,145.0,Decision,,15:00,Sean Woodson,31.0,74.0,78.0,Alex Caceres,35.0,70.0,73.5,fighter_1
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,265.0,Decision,,15:00,Waldo Cortes-Acosta,32.0,76.0,78.0,Robelis Despaigne,35.0,79.0,84.0,fighter_1
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,155.0,Submission,2.0,3:00,Chase Hooper,24.0,73.0,74.0,Viacheslav Borshchev,32.0,71.0,69.0,fighter_1
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,155.0,KO/TKO,1.0,0:37,Esteban Ribovics,28.0,70.0,69.0,Terrance McKinney,29.0,70.0,73.5,fighter_1
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,115.0,Decision,,15:00,Tabatha Ricci,29.0,61.0,61.0,Tecia Pennington,34.0,61.0,60.5,fighter_1
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,170.0,Decision,,15:00,Trey Waters,29.0,77.0,77.0,Billy Ray Goff,25.0,70.0,72.5,fighter_1
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,125.0,Decision,,15:00,Charles Johnson,33.0,69.0,70.0,Jake Hadley,27.0,67.0,69.0,fighter_1
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,125.0,Decision,,15:00,Veronica Hardy,28.0,64.0,64.0,JJ Aldrich,31.0,65.0,67.5,fighter_1
Road to UFC: Shanghai Episode 2,2024-05-18,145.0,Decision,,15:00,Bin Xie,26.0,71.0,71.5,Yibugele,,67.0,69.5,fighter_1
Road to UFC: Shanghai Episode 2,2024-05-18,115.0,Decision,,15:00,Ming Shi,29.0,62.0,60.0,Ye Dam Seo,32.0,63.0,63.5,fighter_1
Road to UFC: Shanghai Episode 2,2024-05-18,145.0,Decision,,15:00,Masuto Kawana,29.0,66.0,69.5,Young Jae Song,28.0,67.0,70.0,fighter_1
Road to UFC: Shanghai Episode 2,2024-05-18,115.0,Decision,,15:00,Huaxiang Dong,25.0,63.0,62.0,Priya Sharma,32.0,61.0,59.5,fighter_1
Road to UFC: Shanghai Episode 2,2024-05-18,125.0,Submission,1.0,3:04,Cong Wang,32.0,66.0,66.5,Paula Luna,25.0,62.0,62.0,fighter_1
Road to UFC: Shanghai Episode 1,2024-05-18,145.0,Decision,,15:00,Kangjie Zhu,28.0,66.0,70.0,Tatsuya Ando,34.0,64.0,68.0,fighter_1
Road to UFC: Shanghai Episode 1,2024-05-18,145.0,Decision,,15:00,Shin Haraguchi,25.0,66.0,68.5,Jun Young Hong,33.0,68.0,69.0,fighter_1
Road to UFC: Shanghai Episode 1,2024-05-18,115.0,KO/TKO,1.0,2:03,Xiaocan Feng,22.0,66.0,67.0,Kiran Singh,23.0,61.0,65.5,fighter_1
Road to UFC: Shanghai Episode 1,2024-05-18,170.0,Decision,,15:00,Bahatebole Batebolati,26.0,71.0,71.5,Han Seul Kim,33.0,73.0,73.0,fighter_1
UFC Fight Night: Barboza vs. Murphy,2024-05-18,145.0,Decision,,25:00,Lerone Murphy,32.0,69.0,73.5,Edson Barboza,38.0,71.0,75.0,fighter_1
UFC Fight Night: Barboza vs. Murphy,2024-05-18,170.0,KO/TKO,1.0,1:30,Khaos Williams,30.0,72.0,77.0,Carlston Harris,36.0,72.0,76.0,fighter_1
UFC Fight Night: Barboza vs. Murphy,2024-05-18,170.0,Decision,,15:00,Themba Gorimbo,33.0,73.0,77.0,Ramiz Brahimaj,31.0,70.0,72.0,fighter_1
UFC Fight Night: Barboza vs. Murphy,2024-05-18,135.0,KO/TKO,1.0,2:47,Adrian Yanez,30.0,67.0,70.0,Vinicius Salvador,27.0,67.0,70.5,fighter_1
UFC Fight Night: Barboza vs. Murphy,2024-05-18,115.0,Submission,2.0,4:12,Angela Hill,39.0,63.0,64.5,Luana Pinheiro,30.0,62.0,62.5,fighter_1
UFC Fight Night: Barboza vs. Murphy,2024-05-18,155.0,KO/TKO,1.0,3:50,Tom Nolan,24.0,74.0,73.0,Victor Martinez,32.0,68.0,70.0,fighter_1
UFC Fight Night: Barboza vs. Murphy,2024-05-18,205.0,Submission,1.0,3:43,Oumar Sy,28.0,76.0,83.0,Tuco Tokkos,33.0,76.0,76.0,fighter_1
UFC Fight Night: Barboza vs. Murphy,2024-05-18,135.0,KO/TKO,3.0,0:37,Melissa Gatto,28.0,65.0,69.0,Tamires Vidal,25.0,66.0,68.5,fighter_1
UFC Fight Night: Barboza vs. Murphy,2024-05-18,185.0,Decision,,15:00,Abus Magomedov,33.0,74.0,78.0,Warlley Alves,33.0,71.0,72.0,fighter_1
UFC Fight Night: Barboza vs. Murphy,2024-05-18,115.0,Disqualification,2.0,3:16,Ariane Carnelossi,31.0,62.0,61.5,Piera Rodriguez,31.0,63.0,63.5,fighter_1
UFC Fight Night: Barboza vs. Murphy,2024-05-18,135.0,Decision,,15:00,Alatengheili,32.0,65.0,66.5,Kleydson Rodrigues,28.0,65.0,67.0,fighter_1
UFC Fight Night: Barboza vs. Murphy,2024-05-18,115.0,Decision,,15:00,Vanessa Demopoulos,35.0,62.0,59.5,Emily Ducote,30.0,62.0,63.0,fighter_1
Road to UFC: Shanghai Episode 4,2024-05-19,135.0,Submission,2.0,4:25,Baergeng Jieleyisi,28.0,69.0,70.5,Yunfeng Li,25.0,68.0,68.0,fighter_1
Road to UFC: Shanghai Episode 4,2024-05-19,125.0,Decision,,15:00,Kiru Sahota,28.0,70.0,73.0,Shuai Yin,26.0,65.0,65.5,fighter_1
Road to UFC: Shanghai Episode 4,2024-05-19,135.0,Decision,,15:00,Tokitaka Nakanishi,27.0,66.0,66.5,Kyu Sung Kim,31.0,60.0,69.0,fighter_1
Road to UFC: Shanghai Episode 4,2024-05-19,125.0,Decision,,15:00,Qihui Yan,27.0,63.0,62.0,Lisa Kyriacou,30.0,65.0,64.0,fighter_1
Road to UFC: Shanghai Episode 3,2024-05-19,135.0,Decision,,15:00,Daermisi Zhawupasi,24.0,68.0,68.5,Ren Ozaki,22.0,67.0,68.0,fighter_1
Road to UFC: Shanghai Episode 3,2024-05-19,125.0,KO/TKO,1.0,3:39,Angad Bisht,28.0,67.0,67.0,John Dave Almanza,20.0,67.0,67.5,fighter_1
Road to UFC: Shanghai Episode 3,2024-05-19,135.0,Decision,,15:00,Su Young You,28.0,66.0,65.0,Shohei Nose,26.0,66.0,68.5,fighter_1
Road to UFC: Shanghai Episode 3,2024-05-19,125.0,Decision,,15:00,Dong Hun Choi,25.0,65.0,66.5,Jiniushiyue,23.0,68.0,68.5,fighter_1
Road to UFC: Shanghai Episode 3,2024-05-19,155.0,KO/TKO,2.0,0:51,Won Bin Ki,33.0,71.0,73.0,Tatsuya Saika,33.0,72.0,73.0,fighter_1
UFC 302: Makhachev vs. Poirier,2024-06-01,155.0,Submission,5.0,2:42,Islam Makhachev,32.0,70.0,70.5,Dustin Poirier,35.0,69.0,72.0,fighter_1
UFC 302: Makhachev vs. Poirier,2024-06-01,185.0,Decision,,25:00,Sean Strickland,33.0,73.0,76.0,Paulo Costa,33.0,73.0,72.0,fighter_1
UFC 302: Makhachev vs. Poirier,2024-06-01,185.0,Submission,1.0,1:34,Kevin Holland,31.0,75.0,81.0,Michał Oleksiejczuk,29.0,72.0,74.0,fighter_1
UFC 302: Makhachev vs. Poirier,2024-06-01,170.0,Decision,,15:00,Niko Price,34.0,72.0,76.0,Alex Morono,33.0,71.0,72.0,fighter_1
UFC 302: Makhachev vs. Poirier,2024-06-01,170.0,Decision,,15:00,Randy Brown,33.0,75.0,78.0,E. Zaleski dos Santos,37.0,71.0,73.0,fighter_1
UFC 302: Makhachev vs. Poirier,2024-06-01,185.0,Decision,,15:00,Roman Kopylov,33.0,72.0,75.0,César Almeida,36.0,73.0,74.0,fighter_1
UFC 302: Makhachev vs. Poirier,2024-06-01,265.0,Submission,1.0,2:27,Jailton Almeida,32.0,75.0,79.0,Alexandr Romanov,33.0,74.0,75.0,fighter_1
UFC 302: Makhachev vs. Poirier,2024-06-01,155.0,Decision,,15:00,Grant Dawson,30.0,70.0,72.0,Joe Solecki,30.0,69.0,70.5,fighter_1
UFC 302: Makhachev vs. Poirier,2024-06-01,170.0,Decision,,15:00,Jake Matthews,29.0,71.0,73.0,Phil Rowe,33.0,75.0,80.5,fighter_1
UFC 302: Makhachev vs. Poirier,2024-06-01,170.0,Decision,,15:00,Bassil Hafez,32.0,71.0,72.0,Mickey Gall,32.0,74.0,74.0,fighter_1
UFC 302: Makhachev vs. Poirier,2024-06-01,135.0,Decision,,15:00,Ailín Pérez,29.0,65.0,66.0,Joselyne Edwards,28.0,68.0,70.0,fighter_1
UFC 302: Makhachev vs. Poirier,2024-06-01,130.0,Decision,,15:00,André Lima,25.0,67.0,67.5,Mitch Raposo,25.0,65.0,64.5,fighter_1
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,185.0,KO/TKO,4.0,1:34,Nassourdine Imavov,28.0,75.0,75.0,Jared Cannonier,40.0,71.0,77.5,fighter_1
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,205.0,KO/TKO,1.0,2:00,Dominick Reyes,34.0,76.0,77.0,Dustin Jacoby,36.0,75.0,76.0,fighter_1
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,135.0,Submission,2.0,2:22,Raul Rosas Jr.,19.0,69.0,67.0,Ricky Turcios,31.0,69.0,71.0,fighter_1
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,185.0,KO/TKO,1.0,4:51,Brunno Ferreira,31.0,70.0,72.0,Dustin Stoltzfus,32.0,72.0,75.0,fighter_1
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,185.0,KO/TKO,1.0,0:20,Zach Reese,30.0,76.0,77.0,Julian Marquez,34.0,74.0,72.0,fighter_1
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,170.0,Decision,,15:00,Punahele Soriano,31.0,71.0,72.5,Miguel Baeza,31.0,74.0,74.5,fighter_1
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,155.0,Decision,,15:00,Ľudovít Klein,29.0,67.0,72.5,Thiago Moisés,29.0,69.0,70.5,fighter_1
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,170.0,KO/TKO,1.0,4:47,Carlos Prates,30.0,75.0,78.0,Charles Radtke,33.0,69.0,72.0,fighter_1
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,135.0,Decision,,15:00,Brad Katona,32.0,66.0,64.5,Jesse Butler,32.0,70.0,73.0,fighter_1
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,125.0,Decision,,15:00,Montana De La Rosa,29.0,67.0,68.0,Andrea Lee,35.0,66.0,69.5,fighter_1
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,135.0,Decision,,15:00,Daniel Marcos,31.0,67.0,69.0,John Castañeda,32.0,66.0,71.0,fighter_1
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,115.0,Decision,,15:00,Denise Gomes,24.0,62.0,63.0,Eduarda Moura,30.0,66.0,67.0,fighter_1
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,135.0,Decision,,15:00,Taylor Lapilus,32.0,66.0,73.0,Cody Stamann,34.0,66.0,64.5,fighter_1
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,115.0,Decision,,15:00,Puja Tomar,30.0,64.0,59.0,Rayanne dos Santos,29.0,62.0,62.0,fighter_1
UFC Fight Night: Perez vs. Taira,2024-06-15,125.0,KO/TKO,2.0,2:59,Tatsuro Taira,24.0,67.0,70.0,Alex Perez,32.0,66.0,65.5,fighter_1
UFC Fight Night: Perez vs. Taira,2024-06-15,135.0,Decision,,15:00,Miles Johns,30.0,67.0,68.0,D. Silva de Andrade,38.0,67.0,68.5,fighter_1
UFC Fight Night: Perez vs. Taira,2024-06-15,145.0,Decision,,15:00,Lucas Almeida,33.0,71.0,71.0,Timmy Cuamba,25.0,69.0,71.0,fighter_1
UFC Fight Night: Perez vs. Taira,2024-06-15,135.0,Submission,3.0,1:52,Brady Hiestand,25.0,68.0,71.0,Garrett Armfield,27.0,66.0,70.0,fighter_1
UFC Fight Night: Perez vs. Taira,2024-06-15,125.0,Decision,,15:00,Asu Almabayev,30.0,64.0,65.0,Jose Johnson,29.0,72.0,71.5,fighter_1
UFC Fight Night: Perez vs. Taira,2024-06-15,170.0,Decision,,15:00,Adam Fugitt,35.0,73.0,77.0,Josh Quinlan,31.0,72.0,72.0,fighter_1
UFC Fight Night: Perez vs. Taira,2024-06-15,125.0,Decision,,15:00,Nate Maness,32.0,70.0,72.0,Jimmy Flick,33.0,67.0,68.0,fighter_1
UFC Fight Night: Perez vs. Taira,2024-06-15,125.0,Decision,,15:00,Gabriella Fernandes,30.0,66.0,66.0,Carli Judice,25.0,67.0,68.0,fighter_1
UFC Fight Night: Perez vs. Taira,2024-06-15,145.0,Submission,1.0,1:49,Westin Wilson,35.0,73.0,73.0,Jeka Saragih,29.0,68.0,69.0,fighter_1
UFC Fight Night: Perez vs. Taira,2024-06-15,145.0,Submission,3.0,1:50,Melquizael Costa,27.0,70.0,71.0,Shayilan Nuerdanbieke,30.0,68.0,69.0,fighter_1
UFC Fight Night: Perez vs. Taira,2024-06-15,115.0,Decision,,15:00,Josefine Knutsson,28.0,63.0,60.0,Julia Polastri,26.0,62.0,63.0,fighter_1
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,185.0,KO/TKO,1.0,1:49,Robert Whittaker,33.0,72.0,73.5,Ikram Aliskerov,31.0,72.0,76.0,fighter_1
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,265.0,Decision,,15:00,Alexander Volkov,35.0,79.0,80.0,Sergei Pavlovich,32.0,75.0,84.0,fighter_1
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,185.0,Decision,,15:00,Kelvin Gastelum,32.0,69.0,71.5,Daniel Rodriguez,37.0,73.0,74.0,fighter_1
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,185.0,KO/TKO,3.0,2:27,Shara Magomedov,30.0,74.0,73.0,Antonio Trócoli,33.0,77.0,80.0,fighter_1
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,205.0,KO/TKO,1.0,2:28,Volkan Oezdemir,34.0,74.0,75.0,Johnny Walker,32.0,78.0,82.3,fighter_1
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,155.0,Decision,,15:00,Nasrat Haqparast,28.0,70.0,72.0,Jared Gordon,35.0,69.0,68.0,fighter_1
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,145.0,Submission,3.0,1:15,Felipe Lima,26.0,66.0,68.0,Muhammad Naimov,29.0,69.0,70.0,fighter_1
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,170.0,Decision,,15:00,Rinat Fakhretdinov,32.0,72.0,74.0,Nicolas Dalby,39.0,71.0,74.5,fighter_1
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,135.0,Decision,,15:00,Muin Gafurov,28.0,67.0,68.0,Kyung Ho Kang,36.0,69.0,73.0,fighter_1
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,205.0,Decision,,15:00,Magomed Gadzhiyasulov,30.0,74.0,75.5,Brendson Ribeiro,27.0,75.0,81.0,fighter_1
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,135.0,Decision,,15:00,Chang Ho Lee,30.0,68.0,69.0,Long Xiao,26.0,68.0,70.0,fighter_1
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,125.0,Decision,,25:00,Rose Namajunas,32.0,65.0,65.0,Tracy Cortez,30.0,65.0,65.5,fighter_1
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,170.0,Decision,,15:00,Muslim Salikhov,40.0,71.0,70.0,Santiago Ponzinibbio,37.0,72.0,73.0,fighter_1
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,155.0,KO/TKO,3.0,1:28,Jean Silva,27.0,67.0,69.0,Drew Dober,35.0,68.0,70.0,fighter_1
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,170.0,Decision,,15:00,Gabriel Bonfim,26.0,73.0,72.5,Ange Loosa,30.0,70.0,74.0,fighter_1
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,145.0,Submission,1.0,4:49,Julian Erosa,34.0,73.0,74.5,Christian Rodriguez,26.0,67.0,71.5,fighter_1
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,185.0,Other,1.0,0:37,Cody Brundage,30.0,72.0,72.0,Abdul Razak Alhassan,38.0,70.0,73.0,no_contest
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,125.0,KO/TKO,3.0,0:20,Charles Johnson,33.0,69.0,70.0,Joshua Van,22.0,65.0,65.0,fighter_1
