event,date,weight_class_lbs,method,round,time,fighter_1,fighter_1_age,fighter_1_height_in,fighter_1_reach_in,fighter_2,fighter_2_age,fighter_2_height_in,fighter_2_reach_in,winner
UFC 201: Lawler vs. Woodley,2016-07-30,170.0,Other,,15:00,Mike Graves,25.0,72.0,72.0,Bojan Veličković,27.0,72.0,76.0,draw
UFC 201: Lawler vs. Woodley,2016-07-30,155.0,KO/TKO,1.0,2:27,Damien Brown,31.0,70.0,68.5,Cesar Arzamendia,25.0,71.0,70.5,fighter_1
UFC Fight Night 92: Caceres vs. Rodriguez,2016-08-06,145.0,Decision,,25:00,Yair Rodriguez,23.0,71.0,71.0,Alex Caceres,28.0,70.0,73.5,fighter_1
UFC Fight Night 92: Caceres vs. Rodriguez,2016-08-06,145.0,Decision,,15:00,Dennis Bermudez,29.0,66.0,66.0,Rony Jason,32.0,67.0,70.0,fighter_1
UFC Fight Night 92: Caceres vs. Rodriguez,2016-08-06,185.0,Submission,3.0,2:58,Thales Leites,35.0,73.0,78.0,Chris Camozzi,29.0,75.0,78.0,fighter_1
UFC Fight Night 92: Caceres vs. Rodriguez,2016-08-06,170.0,Decision,,15:00,Santiago Ponzinibbio,29.0,72.0,73.0,Zak Cummings,32.0,72.0,75.0,fighter_1
UFC Fight Night 92: Caceres vs. Rodriguez,2016-08-06,185.0,Decision,,15:00,Trevor Smith,35.0,75.0,75.0,Joe Gigliotti,22.0,71.0,69.0,fighter_1
UFC Fight Night 92: Caceres vs. Rodriguez,2016-08-06,115.0,Decision,,15:00,Maryna Moroz,24.0,67.0,67.0,Danielle Taylor,26.0,60.0,64.0,fighter_1
UFC Fight Night 92: Caceres vs. Rodriguez,2016-08-06,170.0,Decision,,15:00,Court McGee,31.0,71.0,75.5,Dominique Steele,28.0,70.0,74.0,fighter_1
UFC Fight Night 92: Caceres vs. Rodriguez,2016-08-06,265.0,KO/TKO,2.0,0:53,Marcin Tybura,30.0,75.0,78.0,Viktor Pešta,26.0,76.0,78.0,fighter_1
UFC Fight Night 92: Caceres vs. Rodriguez,2016-08-06,155.0,KO/TKO,2.0,1:25,David Teymur,27.0,69.0,73.0,Jason Novelli,37.0,72.0,75.5,fighter_1
UFC Fight Night 92: Caceres vs. Rodriguez,2016-08-06,145.0,KO/TKO,1.0,2:32,Teruto Ishihara,25.0,67.0,69.0,Horacio Gutiérrez,25.0,70.0,69.0,fighter_1
UFC Fight Night 92: Caceres vs. Rodriguez,2016-08-06,145.0,Decision,,15:00,Cub Swanson,32.0,68.0,70.0,Tatsuya Kawajiri,38.0,67.0,69.0,fighter_1
UFC Fight Night 92: Caceres vs. Rodriguez,2016-08-06,265.0,Decision,,15:00,Justin Ledet,27.0,76.0,80.0,Chase Sherman,26.0,76.0,78.0,fighter_1
UFC 202: Diaz vs. McGregor 2,2016-08-20,170.0,Decision,,25:00,Conor McGregor,28.0,69.0,74.0,Nate Diaz,31.0,72.0,76.0,fighter_1
UFC 202: Diaz vs. McGregor 2,2016-08-20,205.0,KO/TKO,1.0,0:13,Anthony Johnson,32.0,74.0,77.0,Glover Teixeira,36.0,74.0,76.0,fighter_1
UFC 202: Diaz vs. McGregor 2,2016-08-20,170.0,KO/TKO,2.0,2:02,Donald Cerrone,33.0,73.0,73.0,Rick Story,31.0,70.0,71.0,fighter_1
UFC 202: Diaz vs. McGregor 2,2016-08-20,170.0,KO/TKO,1.0,3:38,Mike Perry,24.0,70.0,71.0,Hyun Gyu Lim,31.0,75.0,77.0,fighter_1
UFC 202: Diaz vs. McGregor 2,2016-08-20,170.0,KO/TKO,2.0,2:56,Tim Means,32.0,74.0,75.0,Sabah Homasi,27.0,72.0,71.0,fighter_1
UFC 202: Diaz vs. McGregor 2,2016-08-20,135.0,KO/TKO,1.0,0:48,Cody Garbrandt,25.0,68.0,65.5,Takeya Mizugaki,32.0,67.0,69.5,fighter_1
UFC 202: Diaz vs. McGregor 2,2016-08-20,135.0,Decision,,15:00,Raquel Pennington,27.0,67.0,67.5,Elizabeth Phillips,30.0,66.0,65.0,fighter_1
UFC 202: Diaz vs. McGregor 2,2016-08-20,145.0,Decision,,15:00,Artem Lobov,30.0,69.0,65.0,Chris Avila,23.0,70.0,72.5,fighter_1
UFC 202: Diaz vs. McGregor 2,2016-08-20,115.0,Submission,1.0,4:34,Cortney Casey,29.0,67.0,67.0,Randa Markos,31.0,64.0,63.5,fighter_1
UFC 202: Diaz vs. McGregor 2,2016-08-20,170.0,KO/TKO,1.0,4:08,Lorenz Larkin,29.0,71.0,72.0,Neil Magny,29.0,75.0,80.0,fighter_1
UFC 202: Diaz vs. McGregor 2,2016-08-20,170.0,KO/TKO,3.0,2:18,Colby Covington,28.0,71.0,72.0,Max Griffin,30.0,71.0,76.0,fighter_1
UFC 202: Diaz vs. McGregor 2,2016-08-20,185.0,Submission,1.0,4:30,Marvin Vettori,22.0,72.0,74.0,Alberto Uda,32.0,75.0,77.5,fighter_1
UFC on FOX 21: Maia vs. Condit,2016-08-27,170.0,Submission,1.0,1:52,Demian Maia,38.0,73.0,72.0,Carlos Condit,32.0,74.0,76.0,fighter_1
UFC on FOX 21: Maia vs. Condit,2016-08-27,145.0,Submission,3.0,1:49,Anthony Pettis,29.0,70.0,73.0,Charles Oliveira,26.0,70.0,74.0,fighter_1
UFC on FOX 21: Maia vs. Condit,2016-08-27,115.0,KO/TKO,2.0,0:17,Paige VanZant,22.0,64.0,65.0,Bec Rawlings,27.0,66.0,64.5,fighter_1
UFC on FOX 21: Maia vs. Condit,2016-08-27,155.0,Decision,,15:00,Jim Miller,32.0,68.0,71.0,Joe Lauzon,32.0,70.0,71.0,fighter_1
UFC on FOX 21: Maia vs. Condit,2016-08-27,185.0,KO/TKO,2.0,4:56,Sam Alvey,30.0,74.0,75.5,Kevin Casey,35.0,71.0,77.0,fighter_1
UFC on FOX 21: Maia vs. Condit,2016-08-27,145.0,Decision,,15:00,Kyle Bochniak,29.0,67.0,70.0,Enrique Barzola,27.0,67.0,70.0,fighter_1
UFC on FOX 21: Maia vs. Condit,2016-08-27,185.0,Decision,,15:00,Alessio Di Chirico,26.0,72.0,74.0,Garreth McLellan,34.0,73.0,72.0,fighter_1
UFC on FOX 21: Maia vs. Condit,2016-08-27,155.0,KO/TKO,1.0,1:13,Felipe Silva,32.0,72.0,77.0,Shane Campbell,28.0,72.0,71.0,fighter_1
UFC on FOX 21: Maia vs. Condit,2016-08-27,155.0,KO/TKO,1.0,1:36,Chad Laprise,30.0,70.0,71.0,Thibault Gouti,29.0,70.0,73.0,fighter_1
UFC on FOX 21: Maia vs. Condit,2016-08-27,155.0,Decision,,15:00,Jeremy Kennedy,23.0,71.0,71.0,Alex Ricci,34.0,71.0,69.0,fighter_1
UFC Fight Night 93: Arlovski vs. Barnett,2016-09-03,265.0,Submission,3.0,2:53,Josh Barnett,38.0,75.0,78.0,Andrei Arlovski,37.0,75.0,77.0,fighter_1
UFC Fight Night 93: Arlovski vs. Barnett,2016-09-03,205.0,Decision,,15:00,Alexander Gustafsson,29.0,77.0,79.0,Jan Błachowicz,33.0,74.0,78.0,fighter_1
UFC Fight Night 93: Arlovski vs. Barnett,2016-09-03,205.0,KO/TKO,2.0,2:06,Ryan Bader,33.0,74.0,74.0,Ilir Latifi,34.0,70.0,73.5,fighter_1
UFC Fight Night 93: Arlovski vs. Barnett,2016-09-03,155.0,Decision,,15:00,Nick Hein,32.0,66.0,66.5,Tae Hyun Bang,33.0,69.0,71.0,fighter_1
UFC Fight Night 93: Arlovski vs. Barnett,2016-09-03,170.0,Decision,,15:00,Jessin Ayari,24.0,72.0,73.5,Jim Wallhead,32.0,70.0,74.0,fighter_1
UFC Fight Night 93: Arlovski vs. Barnett,2016-09-03,170.0,Decision,,15:00,Peter Sobotta,29.0,72.0,75.0,Nicolas Dalby,31.0,71.0,74.5,fighter_1
UFC Fight Night 93: Arlovski vs. Barnett,2016-09-03,135.0,KO/TKO,3.0,2:46,Ashlee Evans-Smith,29.0,68.0,67.5,Veronica Hardy,20.0,64.0,64.0,fighter_1
UFC Fight Night 93: Arlovski vs. Barnett,2016-09-03,135.0,Decision,,15:00,Taylor Lapilus,24.0,66.0,73.0,Leandro Issa,32.0,69.0,69.0,fighter_1
UFC Fight Night 93: Arlovski vs. Barnett,2016-09-03,265.0,Other,,15:00,Jarjis Danho,32.0,75.0,74.5,Christian Colombo,36.0,77.0,80.5,draw
UFC Fight Night 93: Arlovski vs. Barnett,2016-09-03,185.0,Decision,,15:00,Jack Hermansson,28.0,73.0,77.5,Scott Askham,28.0,75.0,75.0,fighter_1
UFC Fight Night 93: Arlovski vs. Barnett,2016-09-03,155.0,Decision,,15:00,Rustam Khabilov,29.0,68.0,73.0,Leandro Silva,30.0,69.0,72.0,fighter_1
UFC 203: Miocic vs. Overeem,2016-09-10,265.0,KO/TKO,1.0,4:27,Stipe Miocic,34.0,76.0,80.0,Alistair Overeem,36.0,76.0,80.0,fighter_1
UFC 203: Miocic vs. Overeem,2016-09-10,265.0,Decision,,15:00,Fabrício Werdum,39.0,76.0,77.0,Travis Browne,34.0,78.0,79.0,fighter_1
UFC 203: Miocic vs. Overeem,2016-09-10,170.0,Submission,1.0,2:14,Mickey Gall,24.0,74.0,74.0,CM Punk,37.0,73.0,73.0,fighter_1
UFC 203: Miocic vs. Overeem,2016-09-10,135.0,Decision,,15:00,Jimmie Rivera,27.0,64.0,68.5,Urijah Faber,37.0,66.0,67.0,fighter_1
UFC 203: Miocic vs. Overeem,2016-09-10,115.0,Submission,1.0,4:38,Jéssica Andrade,24.0,61.0,62.0,Joanne Wood,30.0,66.0,65.5,fighter_1
UFC 203: Miocic vs. Overeem,2016-09-10,135.0,Decision,,15:00,Bethe Correia,33.0,65.0,64.0,Jessica Eye,30.0,66.0,66.0,fighter_1
UFC 203: Miocic vs. Overeem,2016-09-10,185.0,Decision,,15:00,Brad Tavares,28.0,73.0,74.0,Caio Magalhães,28.0,73.0,73.0,fighter_1
UFC 203: Miocic vs. Overeem,2016-09-10,158.0,KO/TKO,2.0,4:17,Nik Lentz,32.0,68.0,68.0,Michael McBride,30.0,73.0,75.0,fighter_1
UFC 203: Miocic vs. Overeem,2016-09-10,155.0,KO/TKO,1.0,1:45,Drew Dober,27.0,68.0,70.0,Jason Gonzalez,30.0,74.0,74.0,fighter_1
UFC 203: Miocic vs. Overeem,2016-09-10,170.0,Submission,2.0,0:49,Yancy Medeiros,29.0,70.0,75.0,Sean Spencer,29.0,70.0,75.5,fighter_1
UFC Fight Night 94: Poirier vs. Johnson,2016-09-17,155.0,KO/TKO,1.0,1:35,Michael Johnson,30.0,70.0,73.5,Dustin Poirier,27.0,69.0,72.0,fighter_1
UFC Fight Night 94: Poirier vs. Johnson,2016-09-17,185.0,KO/TKO,1.0,1:41,Derek Brunson,32.0,73.0,77.0,Uriah Hall,32.0,72.0,79.5,fighter_1
UFC Fight Night 94: Poirier vs. Johnson,2016-09-17,155.0,Decision,,15:00,Evan Dunham,34.0,70.0,70.0,Ricky Glenn,27.0,72.0,70.5,fighter_1
UFC Fight Night 94: Poirier vs. Johnson,2016-09-17,170.0,Decision,,15:00,Roan Carneiro,38.0,69.0,74.5,Kenny Robertson,32.0,70.0,74.0,fighter_1
UFC Fight Night 94: Poirier vs. Johnson,2016-09-17,155.0,Decision,,15:00,Islam Makhachev,24.0,70.0,70.5,Chris Wade,28.0,70.0,70.0,fighter_1
UFC Fight Night 94: Poirier vs. Johnson,2016-09-17,145.0,Submission,1.0,0:19,Chas Skelly,31.0,71.0,73.5,Maximo Blanco,32.0,68.0,71.0,fighter_1
UFC Fight Night 94: Poirier vs. Johnson,2016-09-17,145.0,Submission,2.0,1:20,Gabriel Benítez,28.0,68.0,71.0,Sam Sicilia,30.0,68.0,67.0,fighter_1
UFC Fight Night 94: Poirier vs. Johnson,2016-09-17,170.0,KO/TKO,3.0,4:19,Belal Muhammad,28.0,71.0,72.0,Augusto Montaño,31.0,74.0,73.0,fighter_1
UFC Fight Night 94: Poirier vs. Johnson,2016-09-17,185.0,Submission,3.0,4:46,Antônio Carlos Jr.,26.0,74.0,79.0,Leonardo Guimarães,34.0,72.0,73.0,fighter_1
UFC Fight Night 94: Poirier vs. Johnson,2016-09-17,135.0,Decision,,15:00,Jose Alberto Quiñonez,26.0,68.0,69.0,Joey Gomez,30.0,70.0,73.0,fighter_1
UFC Fight Night 94: Poirier vs. Johnson,2016-09-17,170.0,Submission,3.0,0:18,Randy Brown,26.0,75.0,78.0,Erick Montaño,30.0,72.0,71.0,fighter_1
UFC Fight Night 94: Poirier vs. Johnson,2016-09-17,135.0,Other,,15:00,Albert Morales,25.0,69.0,71.0,Alejandro Perez,27.0,66.0,67.0,draw
UFC Fight Night 95: Cyborg vs. Lansberg,2016-09-24,140.0,KO/TKO,2.0,2:29,Cris Cyborg,31.0,68.0,69.0,Lina Länsberg,34.0,67.0,65.5,fighter_1
UFC Fight Night 95: Cyborg vs. Lansberg,2016-09-24,145.0,Decision,,15:00,Renan Barão,29.0,66.0,70.5,Phillipe Nover,32.0,69.0,71.0,fighter_1
UFC Fight Night 95: Cyborg vs. Lansberg,2016-09-24,265.0,KO/TKO,2.0,4:10,Roy Nelson,40.0,72.0,73.0,Antônio Silva,37.0,76.0,82.0,fighter_1
UFC Fight Night 95: Cyborg vs. Lansberg,2016-09-24,155.0,KO/TKO,3.0,2:25,Francisco Trinaldo,38.0,69.0,70.0,Paul Felder,32.0,71.0,70.5,fighter_1
UFC Fight Night 95: Cyborg vs. Lansberg,2016-09-24,185.0,Submission,1.0,2:58,Eric Spicely,29.0,73.0,73.0,Thiago Santos,32.0,74.0,76.0,fighter_1
UFC Fight Night 95: Cyborg vs. Lansberg,2016-09-24,145.0,Submission,1.0,3:03,Godofredo Pepey,29.0,67.0,73.0,Mike De La Torre,30.0,72.0,71.0,fighter_1
UFC Fight Night 95: Cyborg vs. Lansberg,2016-09-24,155.0,Decision,,15:00,Michel Prazeres,35.0,66.0,67.0,Gilbert Burns,30.0,70.0,71.0,fighter_1
UFC Fight Night 95: Cyborg vs. Lansberg,2016-09-24,135.0,Decision,,15:00,Rani Yahya,31.0,66.0,67.0,Michinori Tanaka,25.0,65.0,67.5,fighter_1
UFC Fight Night 95: Cyborg vs. Lansberg,2016-09-24,125.0,Decision,,15:00,Jussier Formiga,31.0,65.0,67.0,Dustin Ortiz,27.0,65.0,66.0,fighter_1
UFC Fight Night 95: Cyborg vs. Lansberg,2016-09-24,170.0,Submission,3.0,3:57,Erick Silva,32.0,71.0,74.0,Luan Chagas,23.0,72.0,75.0,fighter_1
UFC Fight Night 95: Cyborg vs. Lansberg,2016-09-24,155.0,Decision,,15:00,Alan Patrick,33.0,71.0,74.0,Stevie Ray,26.0,70.0,70.0,fighter_1
UFC Fight Night 95: Cyborg vs. Lansberg,2016-09-24,170.0,KO/TKO,1.0,1:00,Vicente Luque,24.0,71.0,76.0,Hector Urbina,29.0,71.0,73.5,fighter_1
UFC Fight Night 95: Cyborg vs. Lansberg,2016-09-24,155.0,Decision,,15:00,Gregor Gillespie,29.0,67.0,71.0,Glaico França,25.0,72.0,78.0,fighter_1
UFC Fight Night 96: Lineker vs. Dodson,2016-10-01,135.0,Decision,,25:00,John Lineker,26.0,63.0,66.0,John Dodson,32.0,63.0,66.0,fighter_1
UFC Fight Night 96: Lineker vs. Dodson,2016-10-01,160.0,KO/TKO,3.0,3:30,Alex Oliveira,28.0,71.0,76.5,Will Brooks,29.0,70.0,72.0,fighter_1
UFC Fight Night 96: Lineker vs. Dodson,2016-10-01,155.0,Decision,,15:00,Zak Ottow,29.0,71.0,72.0,Josh Burkman,35.0,70.0,72.0,fighter_1
UFC Fight Night 96: Lineker vs. Dodson,2016-10-01,125.0,Submission,1.0,2:23,Brandon Moreno,22.0,67.0,70.0,Louis Smolka,25.0,69.0,68.5,fighter_1
UFC Fight Night 96: Lineker vs. Dodson,2016-10-01,205.0,Submission,2.0,4:43,Luis Henrique da Silva,27.0,75.0,77.6,Joachim Christensen,37.0,75.0,76.0,fighter_1
UFC Fight Night 96: Lineker vs. Dodson,2016-10-01,145.0,Decision,,15:00,Andre Fili,26.0,71.0,74.0,Hacran Dias,32.0,68.0,69.0,fighter_1
UFC Fight Night 96: Lineker vs. Dodson,2016-10-01,265.0,Decision,,15:00,Shamil Abdurakhimov,35.0,75.0,76.0,Walt Harris,33.0,77.0,81.0,fighter_1
UFC Fight Night 96: Lineker vs. Dodson,2016-10-01,170.0,Decision,,15:00,E. Zaleski dos Santos,29.0,71.0,73.0,Keita Nakamura,32.0,71.0,73.0,fighter_1
UFC Fight Night 96: Lineker vs. Dodson,2016-10-01,185.0,KO/TKO,2.0,4:44,Nate Marquardt,37.0,72.0,74.0,Tamdan McCrory,29.0,76.0,78.0,fighter_1
UFC Fight Night 96: Lineker vs. Dodson,2016-10-01,205.0,Decision,,15:00,Ion Cutelaba,22.0,73.0,75.0,Jonathan Wilson,29.0,73.0,75.0,fighter_1
UFC Fight Night 96: Lineker vs. Dodson,2016-10-01,265.0,KO/TKO,2.0,2:02,Curtis Blaydes,25.0,76.0,80.0,Cody East,28.0,75.0,77.0,fighter_1
UFC Fight Night 96: Lineker vs. Dodson,2016-10-01,135.0,Decision,,15:00,Ketlen Vieira,25.0,68.0,68.0,Kelly Faszholz,32.0,68.0,67.0,fighter_1
UFC 204: Bisping vs. Henderson 2,2016-10-08,185.0,Decision,,25:00,Michael Bisping,37.0,73.0,75.5,Dan Henderson,46.0,71.0,74.0,fighter_1
UFC 204: Bisping vs. Henderson 2,2016-10-08,185.0,KO/TKO,2.0,2:43,Gegard Mousasi,31.0,74.0,76.0,Vitor Belfort,39.0,72.0,74.0,fighter_1
UFC 204: Bisping vs. Henderson 2,2016-10-08,205.0,KO/TKO,2.0,2:38,Jimi Manuwa,36.0,73.0,79.5,Ovince St. Preux,33.0,75.0,80.0,fighter_1
UFC 204: Bisping vs. Henderson 2,2016-10-08,265.0,Submission,2.0,1:41,Stefan Struve,28.0,84.0,84.5,Daniel Omielańczuk,34.0,72.0,74.4,fighter_1
UFC 204: Bisping vs. Henderson 2,2016-10-08,145.0,Submission,1.0,4:22,Mirsad Bektić,25.0,68.0,70.0,Russell Doane,30.0,67.0,69.5,fighter_1
UFC 204: Bisping vs. Henderson 2,2016-10-08,135.0,Submission,1.0,1:59,Iuri Alcântara,36.0,69.0,71.0,Brad Pickett,38.0,66.0,68.0,fighter_1
UFC 204: Bisping vs. Henderson 2,2016-10-08,135.0,Submission,3.0,3:56,Damian Stasiak,26.0,67.0,67.7,Davey Grant,30.0,68.0,69.0,fighter_1
UFC 204: Bisping vs. Henderson 2,2016-10-08,170.0,Submission,3.0,3:01,Leon Edwards,25.0,74.0,74.0,Albert Tumenov,24.0,71.0,75.0,fighter_1
UFC 204: Bisping vs. Henderson 2,2016-10-08,155.0,KO/TKO,2.0,4:40,Marc Diakiese,23.0,70.0,73.0,Łukasz Sajewski,25.0,68.0,71.5,fighter_1
UFC 204: Bisping vs. Henderson 2,2016-10-08,170.0,KO/TKO,3.0,4:40,Mike Perry,25.0,70.0,71.0,Danny Roberts,29.0,73.0,74.0,fighter_1
UFC 204: Bisping vs. Henderson 2,2016-10-08,155.0,Decision,,15:00,Leonardo Santos,36.0,72.0,75.0,Adriano Martins,33.0,70.0,72.0,fighter_1
UFC Fight Night 98: Dos Anjos vs. Ferguson,2016-11-05,155.0,Decision,,25:00,Tony Ferguson,32.0,71.0,76.5,Rafael dos Anjos,32.0,68.0,70.0,fighter_1
UFC Fight Night 98: Dos Anjos vs. Ferguson,2016-11-05,155.0,Decision,,15:00,Diego Sanchez,34.0,70.0,72.0,Marcin Held,24.0,69.0,71.7,fighter_1
UFC Fight Night 98: Dos Anjos vs. Ferguson,2016-11-05,155.0,Submission,2.0,2:13,Ricardo Lamas,34.0,68.0,71.0,Charles Oliveira,27.0,70.0,74.0,fighter_1
UFC Fight Night 98: Dos Anjos vs. Ferguson,2016-11-05,155.0,KO/TKO,2.0,1:55,Martín Bravo,23.0,68.0,71.5,Claudio Puelles,20.0,70.0,72.0,fighter_1
UFC Fight Night 98: Dos Anjos vs. Ferguson,2016-11-05,155.0,Decision,,15:00,Beneil Dariush,27.0,70.0,72.0,Rashid Magomedov,32.0,69.0,71.0,fighter_1
UFC Fight Night 98: Dos Anjos vs. Ferguson,2016-11-05,115.0,Decision,,15:00,Alexa Grasso,23.0,65.0,66.0,Heather Clark,36.0,66.0,66.0,fighter_1
UFC Fight Night 98: Dos Anjos vs. Ferguson,2016-11-05,135.0,Decision,,15:00,Erik Perez,26.0,68.0,68.0,Felipe Arantes,28.0,68.0,73.0,fighter_1
UFC Fight Night 98: Dos Anjos vs. Ferguson,2016-11-05,140.0,Submission,1.0,1:37,Joe Soto,29.0,66.0,65.0,Marco Beltran,30.0,68.0,69.5,fighter_1
UFC Fight Night 98: Dos Anjos vs. Ferguson,2016-11-05,170.0,KO/TKO,1.0,0:54,Max Griffin,30.0,71.0,76.0,Erick Montaño,30.0,72.0,71.0,fighter_1
UFC Fight Night 98: Dos Anjos vs. Ferguson,2016-11-05,135.0,KO/TKO,3.0,2:33,D. Silva de Andrade,31.0,67.0,68.5,Henry Briones,36.0,70.0,69.0,fighter_1
UFC Fight Night 98: Dos Anjos vs. Ferguson,2016-11-05,185.0,Decision,,15:00,Sam Alvey,30.0,74.0,75.5,Alex Nicholson,26.0,76.0,78.0,fighter_1
UFC Fight Night 98: Dos Anjos vs. Ferguson,2016-11-05,155.0,Decision,,15:00,Polo Reyes,31.0,71.0,71.3,Jason Novelli,37.0,72.0,75.5,fighter_1
UFC Fight Night 98: Dos Anjos vs. Ferguson,2016-11-05,145.0,Decision,,15:00,Enrique Barzola,27.0,67.0,70.0,Chris Avila,23.0,70.0,72.5,fighter_1
UFC Fight Night 99: Mousasi vs. Hall 2,2016-11-19,185.0,KO/TKO,1.0,4:37,Gegard Mousasi,31.0,74.0,76.0,Uriah Hall,32.0,72.0,79.5,fighter_1
UFC Fight Night 99: Mousasi vs. Hall 2,2016-11-19,155.0,Decision,,15:00,Stevie Ray,26.0,70.0,70.0,Ross Pearson,32.0,68.0,69.0,fighter_1
UFC Fight Night 99: Mousasi vs. Hall 2,2016-11-19,265.0,Decision,,15:00,Alexander Volkov,28.0,79.0,80.0,Tim Johnson,31.0,75.0,78.0,fighter_1
UFC Fight Night 99: Mousasi vs. Hall 2,2016-11-19,145.0,Decision,,15:00,Artem Lobov,30.0,69.0,65.0,Teruto Ishihara,25.0,67.0,69.0,fighter_1
UFC Fight Night 99: Mousasi vs. Hall 2,2016-11-19,185.0,KO/TKO,2.0,3:32,Jack Marshman,26.0,72.0,73.0,Magnus Cedenblad,34.0,75.0,79.0,fighter_1
UFC Fight Night 99: Mousasi vs. Hall 2,2016-11-19,125.0,Decision,,15:00,Kyoji Horiguchi,26.0,64.0,63.0,Ali Bagautinov,31.0,64.0,65.5,fighter_1
UFC Fight Night 99: Mousasi vs. Hall 2,2016-11-19,155.0,Submission,2.0,4:31,Kevin Lee,24.0,69.0,77.0,Magomed Mustafaev,28.0,68.0,71.0,fighter_1
UFC Fight Night 99: Mousasi vs. Hall 2,2016-11-19,115.0,Decision,,15:00,Amanda Cooper,25.0,63.0,64.0,Anna Elmose,32.0,63.0,65.0,fighter_1
UFC Fight Night 99: Mousasi vs. Hall 2,2016-11-19,265.0,Submission,1.0,2:16,Justin Ledet,28.0,76.0,80.0,Mark Godbeer,32.0,76.0,75.0,fighter_1
UFC Fight Night 99: Mousasi vs. Hall 2,2016-11-19,170.0,Submission,2.0,4:02,Zak Cummings,32.0,72.0,75.0,Alexander Yakovlev,32.0,75.0,74.0,fighter_1
UFC Fight Night 99: Mousasi vs. Hall 2,2016-11-19,135.0,KO/TKO,3.0,3:03,Marion Reneau,39.0,66.0,68.0,Milana Dudieva,27.0,65.0,61.5,fighter_1
UFC Fight Night 99: Mousasi vs. Hall 2,2016-11-19,135.0,Decision,,15:00,Brett Johns,24.0,67.0,71.0,Kwan Ho Kwak,27.0,65.0,70.0,fighter_1
UFC Fight Night 99: Mousasi vs. Hall 2,2016-11-19,170.0,KO/TKO,1.0,0:53,Abdul Razak Alhassan,31.0,70.0,73.0,Charlie Ward,35.0,71.0,73.0,fighter_1
UFC Fight Night 100: Bader vs. Nogueira 2,2016-11-19,205.0,KO/TKO,3.0,3:51,Ryan Bader,33.0,74.0,74.0,A. Nogueira,40.0,74.0,75.0,fighter_1
UFC Fight Night 100: Bader vs. Nogueira 2,2016-11-19,135.0,KO/TKO,2.0,1:37,Thomas Almeida,25.0,67.0,70.0,Albert Morales,25.0,69.0,71.0,fighter_1
UFC Fight Night 100: Bader vs. Nogueira 2,2016-11-19,115.0,Decision,,15:00,Cláudia Gadelha,27.0,64.0,63.5,Cortney Casey,29.0,67.0,67.0,fighter_1
UFC Fight Night 100: Bader vs. Nogueira 2,2016-11-19,185.0,Decision,,15:00,Krzysztof Jotko,27.0,73.0,77.0,Thales Leites,35.0,73.0,78.0,fighter_1
UFC Fight Night 100: Bader vs. Nogueira 2,2016-11-19,170.0,Decision,,15:00,Kamaru Usman,29.0,72.0,76.0,Warlley Alves,25.0,71.0,72.0,fighter_1
UFC Fight Night 100: Bader vs. Nogueira 2,2016-11-19,170.0,Decision,,15:00,Sérgio Moraes,34.0,72.0,72.0,Zak Ottow,29.0,71.0,72.0,fighter_1
UFC Fight Night 100: Bader vs. Nogueira 2,2016-11-19,185.0,Submission,2.0,2:11,Cezar Ferreira,31.0,73.0,78.0,Jack Hermansson,28.0,73.0,77.5,fighter_1
UFC Fight Night 100: Bader vs. Nogueira 2,2016-11-19,205.0,Submission,1.0,1:07,Gadzhimurad Antigulov,29.0,71.0,70.5,Marcos Rogério de Lima,31.0,73.0,75.0,fighter_1
UFC Fight Night 100: Bader vs. Nogueira 2,2016-11-19,135.0,KO/TKO,2.0,0:46,Johnny Eduardo,36.0,67.0,71.0,Manny Gamburyan,35.0,65.0,69.0,fighter_1
UFC Fight Night 100: Bader vs. Nogueira 2,2016-11-19,265.0,Submission,3.0,2:12,Luis Henrique Barbosa,23.0,73.0,74.0,Christian Colombo,36.0,77.0,80.5,fighter_1
UFC Fight Night 100: Bader vs. Nogueira 2,2016-11-19,135.0,Submission,2.0,1:55,Pedro Munhoz,30.0,66.0,65.0,Justin Scoggins,24.0,67.0,66.0,fighter_1
UFC Fight Night 100: Bader vs. Nogueira 2,2016-11-19,205.0,Other,,,Francimar Barroso,36.0,73.0,75.0,Darren Stewart,25.0,72.0,74.0,no_contest
UFC Fight Night 101: Whittaker vs. Brunson,2016-11-26,185.0,KO/TKO,1.0,4:07,Robert Whittaker,25.0,72.0,73.5,Derek Brunson,32.0,73.0,77.0,fighter_1
UFC Fight Night 101: Whittaker vs. Brunson,2016-11-26,155.0,Decision,,15:00,Andrew Holbrook,30.0,71.0,70.0,Jake Matthews,22.0,71.0,73.0,fighter_1
UFC Fight Night 101: Whittaker vs. Brunson,2016-11-26,170.0,Decision,,15:00,Omari Akhmedov,29.0,72.0,71.0,Kyle Noke,36.0,74.0,76.0,fighter_1
UFC Fight Night 101: Whittaker vs. Brunson,2016-11-26,155.0,KO/TKO,2.0,2:06,Alexander Volkanovski,28.0,66.0,71.5,Yusuke Kasuya,27.0,67.0,67.0,fighter_1
UFC Fight Night 101: Whittaker vs. Brunson,2016-11-26,205.0,Submission,1.0,4:07,Tyson Pedro,25.0,75.0,79.0,Khalil Rountree Jr.,26.0,73.0,76.5,fighter_1
UFC Fight Night 101: Whittaker vs. Brunson,2016-11-26,115.0,Decision,,15:00,Danielle Taylor,27.0,60.0,64.0,Seo Hee Ham,29.0,62.0,62.0,fighter_1
