date,event,corner_a,corner_b,elo_diff,win_total_diff,loss_total_diff,win_streak_diff,loss_streak_diff,finish_rate_diff,avg_opponent_elo_diff,layoff_days_diff,age_diff,height_in_diff,reach_in_diff,a_won
1997-02-07,UFC 12: Judgement Day,Wallid Ismail,Kazuo Takahashi,0.0,0,0,0,0,0.0,0.0,0,5.0,-3.0,,0
1997-02-07,UFC 12: Judgement Day,Rainy Martinez,Jerry Bohlander,-31.29448499690534,-3,-1,-3,0,-0.5,4.0,0,,1.0,,0
1997-02-07,UFC 12: Judgement Day,Justin Martin,Eric Martin,0.0,0,0,0,0,0.0,0.0,0,,-4.0,,1
1997-02-07,UFC 12: Judgement Day,Jackie Lee,Nick Sanzo,15.262210043981327,0,-1,0,-1,0.0,-16.0322749529239,0,,-1.0,,0
1997-05-30,UFC 13: Ultimate Force,Vitor Belfort,David Abbott,-4.943034054380405,-4,-4,0,0,0.4,-9.772322892464445,-62,-12.0,0.0,,1
1997-05-30,UFC 13: Ultimate Force,Randy Couture,Steven Graham,0.0,0,0,0,0,0.0,0.0,0,,0.0,,1
1997-05-30,UFC 13: Ultimate Force,Tito Ortiz,Guy Mezger,-31.26369320647791,-2,0,-2,0,-1.0,0.0,-784,-7.0,2.0,,0
1997-05-30,UFC 13: Ultimate Force,Randy Couture,Tony Halme,16.0,1,0,1,0,1.0,0.0,0,-1.0,-3.0,,1
1997-05-30,UFC 13: Ultimate Force,Dmitriy Stepanov,Steven Graham,16.0,0,-1,0,-1,0.0,0.0,0,,2.0,,0
1997-05-30,UFC 13: Ultimate Force,Enson Inoue,Royce Alger,0.0,0,0,0,0,0.0,0.0,0,-2.0,0.0,,1
1997-05-30,UFC 13: Ultimate Force,Cristophe Leninger,Guy Mezger,-61.028452469857825,-3,1,-3,1,-1.0,17.372516355066637,994,,-1.0,,0
1997-05-30,UFC 13: Ultimate Force,Jack Nilson,Saeed Hosseini,-16.736306793521976,0,1,0,1,0.0,-16.0,174,,-1.0,,1
1997-05-30,UFC 13: Ultimate Force,Wes Albritton,Tito Ortiz,14.564127121723686,0,-1,0,-1,0.0,-31.26369320647791,0,,-5.0,,0
1997-07-27,UFC 14: Showdown,Mark Coleman,Maurice Smith,92.74975018805344,6,0,6,0,1.0,27.917421263155802,170,-3.0,-1.0,,0
1997-07-27,UFC 14: Showdown,Dan Bobish,Mark Kerr,0.0,0,0,0,0,0.0,0.0,0,-1.0,-2.0,,0
1997-07-27,UFC 14: Showdown,Kevin Jackson,Tony Fryklund,0.0,0,0,0,0,0.0,0.0,0,6.0,-2.0,,1
1997-07-27,UFC 14: Showdown,Mark Kerr,Moti Horenstein,30.445635057155187,1,-1,1,-1,1.0,-33.85939351666775,-380,-5.0,1.0,,1
1997-07-27,UFC 14: Showdown,Brian Johnston,Dan Bobish,7.13538174272378,2,2,0,0,0.4,27.562908399984053,232,1.0,3.0,,0
1997-07-27,UFC 14: Showdown,Todd Butler,Kevin Jackson,-16.0,-1,0,-1,0,-1.0,0.0,0,,3.0,,0
1997-07-27,UFC 14: Showdown,Yuri Vaulin,Joe Moreira,15.838901262401464,0,-1,0,-1,0.0,-3.498332860384153,-527,-3.0,5.0,,0
1997-07-27,UFC 14: Showdown,Alex Hunter,Sam Fulton,15.957277509230835,0,-1,0,-1,0.0,-0.9277093044873936,-310,,-5.0,,1
1997-07-27,UFC 14: Showdown,Donnie Chappell,Tony Fryklund,16.0,0,-1,0,-1,0.0,0.0,0,,-1.0,,0
1997-10-17,UFC 15: Collision Course,David Abbott,Maurice Smith,0.5477463339032056,5,5,-1,1,0.5454545454545454,-73.28128421895099,58,-3.0,-2.0,,0
1997-10-17,UFC 15: Collision Course,Mark Kerr,Dwayne Cason,30.60150451620416,2,0,2,0,1.0,-7.222817528577593,82,,5.0,,1
1997-10-17,UFC 15: Collision Course,Randy Couture,Vitor Belfort,-16.96888923343454,-1,0,-1,0,0.0,-17.944327844996337,0,14.0,1.0,1.0,1
1997-10-17,UFC 15: Collision Course,Carlos Barreto,Dave Beneteau,11.59951194661619,-2,-3,0,-2,-0.4,-20.47547449886406,-671,,2.0,,0
1997-10-17,UFC 15: Collision Course,Mark Kerr,Greg Stott,45.195886097257926,3,0,3,0,1.0,-4.815211685718509,0,,8.0,,1
1997-10-17,UFC 15: Collision Course,Houston Dorr,Dwayne Cason,14.594381581053767,0,-1,0,-1,0.0,-30.60150451620416,0,,2.0,,0
1997-10-17,UFC 15: Collision Course,Alex Hunter,Harry Moskowitz,15.265656494403856,1,0,1,0,1.0,-15.957277509230835,82,,-8.0,,1
1997-12-21,UFC 15.5: Ultimate Japan,Maurice Smith,Randy Couture,-11.84666343265144,-1,0,-1,0,-0.5,40.65753608818068,0,2.0,1.0,,0
1997-12-21,UFC 15.5: Ultimate Japan,Kazushi Sakuraba,Marcus Silveira,0.0,0,0,0,0,0.0,0.0,0,-5.0,-4.0,,1
1997-12-21,UFC 15.5: Ultimate Japan,Vitor Belfort,Joe Charles,13.202728061467496,1,0,-1,1,0.08333333333333337,-0.9076687653971476,-671,,-1.0,,1
1997-12-21,UFC 15.5: Ultimate Japan,Frank Shamrock,Kevin Jackson,-31.26369320647791,-2,0,-2,0,-1.0,0.0,-147,-8.0,0.0,,1
1997-12-21,UFC 15.5: Ultimate Japan,David Abbott,Yoji Anjo,4.695152318283817,6,6,0,2,0.5,19.527146356206117,65,2.0,1.0,,1
1997-12-21,UFC 15.5: Ultimate Japan,Brad Kohler,Tra Telligman,15.22799188885142,0,-1,0,-1,0.0,-16.776970778039185,-317,1.0,-5.0,,0
1998-03-13,UFC 16: Battle in the Bayou,Courtney Turner,Chris Brennan,0.0,0,0,0,0,0.0,0.0,0,,6.0,,0
1998-03-13,UFC 16: Battle in the Bayou,Frank Shamrock,Igor Zinoviev,17.435872878276314,1,0,1,0,1.0,31.26369320647791,82,-6.0,-3.0,,1
1998-03-13,UFC 16: Battle in the Bayou,Kimo Leopoldo,Tsuyoshi Kosaka,-6.777186717995164,1,2,1,0,0.3333333333333333,55.748540861067795,461,2.0,4.0,,0
1998-03-13,UFC 16: Battle in the Bayou,Jerry Bohlander,Kevin Jackson,32.02938520743783,2,0,4,-1,-0.06666666666666665,-3.2000000000000455,317,-10.0,1.0,,1
1998-03-13,UFC 16: Battle in the Bayou,Pat Miletich,Townsend Saunders,0.0,0,0,0,0,0.0,0.0,0,,5.0,,1
1998-03-13,UFC 16: Battle in the Bayou,Eugenio Tadeu,Mikey Burnett,0.0,0,0,0,0,0.0,0.0,0,11.0,2.0,,0
